coordinates,tarif,accessibilite_pmr,indications_localisation,type,horaires,relais_bebe,commune,code_postal,departement,code_departement,latitude,longitude
"[48.8323209997339, 2.3758022]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8323209997339,2.3758022
"[48.860612782655, 2.3327384432682]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.860612782655,2.3327384432682
"[48.8125123299419, 2.14968048627033]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Versailles,78646,Yvelines,78,48.8125123299419,2.14968048627033
"[48.901013168485, 2.33540567728072]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),6:00-22:00,pas d'info,Paris,75056,Paris,75,48.901013168485,2.33540567728072
"[48.84019224440348, 2.3794772572660587]",Gratuit,Oui,Station metro 14 - Bercy - Dans le couloir en direction des quais ligne 6 ou direction quais ligne 14.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.84019224440348,2.3794772572660587
"[48.8971999, 2.222709]",Gratuit,Oui,Station RER A - Nanterre - Prefecture - A proximité du point de vente - information,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Nanterre,92050,Hauts-de-Seine,92,48.8971999,2.222709
"[48.8313872997341, 2.5407302]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villiers-sur-Marne,94079,Val-de-Marne,94,48.8313872997341,2.5407302
"[48.8226605997363, 2.3668592]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8226605997363,2.3668592
"[48.828054399735, 2.356537]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.828054399735,2.356537
"[48.8725354997239, 2.3265199]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8725354997239,2.3265199
"[48.8409998997318, 2.4022022]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8409998997318,2.4022022
"[48.9324566997091, 2.0418119]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Poissy,78498,Yvelines,78,48.9324566997091,2.0418119
"[48.791477099744, 2.3641861]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villejuif,94076,Val-de-Marne,94,48.791477099744,2.3641861
"[48.8607262997269, 2.3528287]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8607262997269,2.3528287
"[48.4451744998297, 2.6031789]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Barbizon,77022,Seine-et-Marne,77,48.4451744998297,2.6031789
"[48.892441799719, 2.4135582]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Pantin,93055,Seine-Saint-Denis,93,48.892441799719,2.4135582
"[48.856324199728, 2.2963476]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.856324199728,2.2963476
"[48.9426374997065, 2.3232811]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villeneuve-la-Garenne,92078,Hauts-de-Seine,92,48.9426374997065,2.3232811
"[48.7164054997627, 2.2520478]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Palaiseau,91477,Essonne,91,48.7164054997627,2.2520478
"[49.0553247996786, 2.5496522]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villeron,95675,Val-d'Oise,95,49.0553247996786,2.5496522
"[48.8093146997396, 2.2171609]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meudon,92048,Hauts-de-Seine,92,48.8093146997396,2.2171609
"[48.8967303997179, 2.2766496]",Payant,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Levallois-Perret,92044,Hauts-de-Seine,92,48.8967303997179,2.2766496
"[48.8379022997325, 2.3556275]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8379022997325,2.3556275
"[48.791530499744, 2.290861]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Fontenay-aux-Roses,92032,Hauts-de-Seine,92,48.791530499744,2.290861
"[48.8688976997248, 2.3439381]",pas d'info,Non,Mōpa,Toilettes dans un bâtiment recevant du public,Tu-Sa 12:00-21:30,pas d'info,Paris,75056,Paris,75,48.8688976997248,2.3439381
"[48.7094159997644, 2.1683586]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Gif-sur-Yvette,91272,Essonne,91,48.7094159997644,2.1683586
"[48.8909256997194, 2.4076981]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Pantin,93055,Seine-Saint-Denis,93,48.8909256997194,2.4076981
"[48.8740735997236, 2.3293971]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8740735997236,2.3293971
"[48.8329291997338, 2.3844702]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8329291997338,2.3844702
"[48.8629126997263, 2.3621408]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8629126997263,2.3621408
"[48.6280566997845, 2.0980714]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Forges-les-Bains,91249,Essonne,91,48.6280566997845,2.0980714
"[48.9095505997148, 2.1786058]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Carrières-sur-Seine,78124,Yvelines,78,48.9095505997148,2.1786058
"[48.6448824997804, 1.8196781]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Rambouillet,78517,Yvelines,78,48.6448824997804,1.8196781
"[48.787692199745, 2.2291181]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meudon,92048,Hauts-de-Seine,92,48.787692199745,2.2291181
"[49.0143683483906, 2.07905026811645]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Neuville-sur-Oise,95450,Val-d'Oise,95,49.0143683483906,2.07905026811645
"[48.8324873694921, 2.37255077465658]",pas d'info,Oui,La Felicità,Toilettes dans un bâtiment recevant du public,"Mo-We 09:00-00:00; Th, Fr 09:00-01:00; Sa 12:00-01:00",pas d'info,Paris,75056,Paris,75,48.8324873694921,2.37255077465658
"[48.7622814997513, 2.4254024]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Choisy-le-Roi,94022,Val-de-Marne,94,48.7622814997513,2.4254024
"[48.8646010997259, 2.4250495]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Bagnolet,93006,Seine-Saint-Denis,93,48.8646010997259,2.4250495
"[48.839852999732, 2.2630812]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),6:00-22:00,pas d'info,Paris,75056,Paris,75,48.839852999732,2.2630812
"[48.8383970997324, 2.2586199]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),6:00-22:00,pas d'info,Paris,75056,Paris,75,48.8383970997324,2.2586199
"[48.8508343997293, 2.3703098]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8508343997293,2.3703098
"[48.84078, 2.54804]",Gratuit,Oui,Station RER A - Noisy-le-Grand - Mont d'Est - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Noisy-le-Grand,93051,Seine-Saint-Denis,93,48.84078,2.54804
"[48.869956563045214, 2.3253476474582184]",Gratuit,Oui,Station metro 14 - Madeleine - Sortie 1 dans la salle d'échange.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.869956563045214,2.3253476474582184
"[48.8990445997174, 2.33406]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,Oui,Paris,75056,Paris,75,48.8990445997174,2.33406
"[48.7842030997459, 2.0429889]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Montigny-le-Bretonneux,78423,Yvelines,78,48.7842030997459,2.0429889
"[48.3382459998559, 2.5956905]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Ury,77477,Seine-et-Marne,77,48.3382459998559,2.5956905
"[49.118623099663, 1.709294]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Chaussy,95150,Val-d'Oise,95,49.118623099663,1.709294
"[48.5645776998002, 3.2944516]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,Oui,Provins,77379,Seine-et-Marne,77,48.5645776998002,3.2944516
"[48.7742025997483, 2.4676155]",Payant,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Créteil,94028,Val-de-Marne,94,48.7742025997483,2.4676155
"[48.5886139997943, 2.2498647]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Arpajon,91021,Essonne,91,48.5886139997943,2.2498647
"[48.8631574997262, 2.3418325]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8631574997262,2.3418325
"[48.8347427997333, 2.3935397]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8347427997333,2.3935397
"[48.6077783997896, 2.3056731]",Payant,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Brétigny-sur-Orge,91103,Essonne,91,48.6077783997896,2.3056731
"[48.6134352997882, 2.4718736]",Gratuit,Non,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Corbeil-Essonnes,91174,Essonne,91,48.6134352997882,2.4718736
"[48.819774399737, 2.2521281]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Issy-les-Moulineaux,92040,Hauts-de-Seine,92,48.819774399737,2.2521281
"[48.8550070997283, 2.3004317]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8550070997283,2.3004317
"[48.8827171997214, 2.3434946]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8827171997214,2.3434946
"[48.8526558997289, 2.368358]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8526558997289,2.368358
"[48.9563013997032, 2.3408062]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villetaneuse,93079,Seine-Saint-Denis,93,48.9563013997032,2.3408062
"[48.8637733997261, 2.3892166]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8637733997261,2.3892166
"[48.7950313997432, 2.3329185]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),"Jan,Feb,Nov,Dec 09:00-17:00; Mar,Oct 08:30-19:00; Apr,Sep 08:00-20:00; May-Aug 08:00-21:30",pas d'info,Cachan,94016,Val-de-Marne,94,48.7950313997432,2.3329185
"[48.8391382997322, 2.3560271]",pas d'info,Non,Baca'v,Toilettes dans un bâtiment recevant du public (Toilettes assises),"Mo-Fr 12:00-14:00, 19:00-22:30, Sa-Su closed",pas d'info,Paris,75056,Paris,75,48.8391382997322,2.3560271
"[48.823912199736, 2.3656944]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.823912199736,2.3656944
"[48.7122176997637, 2.2422572]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Palaiseau,91477,Essonne,91,48.7122176997637,2.2422572
"[48.7933286997436, 2.3664377]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villejuif,94076,Val-de-Marne,94,48.7933286997436,2.3664377
"[48.8489517997298, 2.357195]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8489517997298,2.357195
"[48.8127714997387, 2.3844737]",pas d'info,Oui,Salle municipale de quartier Voltaire,Toilettes dans un bâtiment recevant du public (Toilettes assises),pas d'info,pas d'info,Ivry-sur-Seine,94041,Val-de-Marne,94,48.8127714997387,2.3844737
"[48.8758588997231, 2.3049323]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8758588997231,2.3049323
"[48.8666835997254, 2.3233339]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8666835997254,2.3233339
"[48.6281659997845, 2.0979018]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Forges-les-Bains,91249,Essonne,91,48.6281659997845,2.0979018
"[48.7854657166454, 2.21921880651123]",Payant,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Meudon,92048,Hauts-de-Seine,92,48.7854657166454,2.21921880651123
"[48.8637853794457, 2.39672507600529]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8637853794457,2.39672507600529
"[48.811132526147, 2.36438890128748]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Ivry-sur-Seine,94041,Val-de-Marne,94,48.811132526147,2.36438890128748
"[48.7021598497683, 2.25730099999915]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villebon-sur-Yvette,91661,Essonne,91,48.7021598497683,2.25730099999915
"[48.8598628492651, 2.38935321818872]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8598628492651,2.38935321818872
"[48.781723299756, 2.22150944999945]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Vélizy-Villacoublay,78640,Yvelines,78,48.781723299756,2.22150944999945
"[48.8597612883593, 2.33589538344837]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8597612883593,2.33589538344837
"[48.8627431921238, 2.34603486279919]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,Oui,Paris,75056,Paris,75,48.8627431921238,2.34603486279919
"[48.8852657095676, 2.32735985029577]",pas d'info,Oui,Le BAL,Toilettes dans un bâtiment recevant du public (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8852657095676,2.32735985029577
"[48.7624622997512, 2.3003077]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Antony,92002,Hauts-de-Seine,92,48.7624622997512,2.3003077
"[48.896362799718, 2.3530123]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.896362799718,2.3530123
"[48.8458130997305, 2.255987]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),6:00-22:00,pas d'info,Paris,75056,Paris,75,48.8458130997305,2.255987
"[48.8719418497709, 2.7759658631477]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,Oui,Chessy,77111,Seine-et-Marne,77,48.8719418497709,2.7759658631477
"[48.8269104, 2.3661972]",Gratuit,Oui,Station metro 14 - Olympiades - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.8269104,2.3661972
"[48.78730304269838, 2.3674101521293744]",Gratuit,Oui,"Station metro 7 - Villejuif - Louis Aragon - Sortie 2, Maxime Gorki vers la gare routière.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Villejuif,94076,Val-de-Marne,94,48.78730304269838,2.3674101521293744
"[48.8656737, 2.3344599]",Gratuit,Oui,Station metro 14 - Pyramides - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.8656737,2.3344599
"[48.88722206053287, 2.170623204930391]",Gratuit,Oui,"Station RER A - Rueil-Malmaison - A proximité de la ligne de valideurs, en direction des sorties.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Rueil-Malmaison,92063,Hauts-de-Seine,92,48.88722206053287,2.170623204930391
"[48.891826754836515, 2.237992043215619]",Gratuit,Oui,"Station RER A - La Defense (Grande Arche) - A proximité de la zone SNCF, à l'opposé de l'entrée du tramway T2.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Puteaux,92062,Hauts-de-Seine,92,48.891826754836515,2.237992043215619
"[48.82978526345046, 2.3776037993133134]",Gratuit,Oui,Station metro 14 - Bibliotheque Francois Mitterrand - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.82978526345046,2.3776037993133134
"[48.83346, 2.38607]",Gratuit,Oui,"Station metro 14 - Cour Saint-Emilion - Dans la salle d'échange, à proximité du point de vente - information",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.83346,2.38607
"[48.8703137997245, 2.3333138]",pas d'info,pas d'info,tiger sugar,Toilettes dans un bâtiment recevant du public,pas d'info,pas d'info,Paris,75056,Paris,75,48.8703137997245,2.3333138
"[48.8354224997331, 2.3805835]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8354224997331,2.3805835
"[48.8547605997284, 2.2898648]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8547605997284,2.2898648
"[48.8445763997309, 2.3615857]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8445763997309,2.3615857
"[48.3824217998451, 2.9570376]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Montereau-Fault-Yonne,77305,Seine-et-Marne,77,48.3824217998451,2.9570376
"[48.6051147997902, 2.2977386]",Gratuit,Oui,pas d'info,Toilettes publiques,Mo-Su 09:00-20:00,pas d'info,Brétigny-sur-Orge,91103,Essonne,91,48.6051147997902,2.2977386
"[49.0157241996884, 2.5394962]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Mauregard,77282,Seine-et-Marne,77,49.0157241996884,2.5394962
"[48.8551024997283, 2.2959032]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8551024997283,2.2959032
"[48.824064099736, 2.3530964]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.824064099736,2.3530964
"[48.872276999724, 2.3766303]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.872276999724,2.3766303
"[48.8683944997249, 2.3634046]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8683944997249,2.3634046
"[48.8572592997277, 2.2911077]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8572592997277,2.2911077
"[48.8550314997283, 2.3449206]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8550314997283,2.3449206
"[48.3121349998623, 1.998542]",Gratuit,pas d'info,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Angerville,91016,Essonne,91,48.3121349998623,1.998542
"[48.8599047997271, 2.384615]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8599047997271,2.384615
"[48.8693980997247, 2.3535083]",Gratuit,Oui,pas d'info,Toilettes publiques,24/7,pas d'info,Paris,75056,Paris,75,48.8693980997247,2.3535083
"[48.5392378998065, 2.6640001]",Payant,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Melun,77288,Seine-et-Marne,77,48.5392378998065,2.6640001
"[48.7706347997492, 2.2700042]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Châtenay-Malabry,92019,Hauts-de-Seine,92,48.7706347997492,2.2700042
"[48.8513837997292, 2.3204967]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8513837997292,2.3204967
"[48.8362019997329, 2.3276082]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8362019997329,2.3276082
"[48.8830988997213, 2.3252344]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8830988997213,2.3252344
"[48.6173593997872, 2.4087927]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Évry-Courcouronnes,91228,Essonne,91,48.6173593997872,2.4087927
"[48.824062699736, 2.3868718]",Gratuit,Oui,pas d'info,Toilettes publiques,Mo-Su 09:00-20:00,pas d'info,Ivry-sur-Seine,94041,Val-de-Marne,94,48.824062699736,2.3868718
